Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2021,Honda,Odyssey LX,Used,"$29,293 ",4,317,Obsidian Blue Pearl,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H23MB038658,MB038658P,29438,5,5,4.9,4.8,4.8,5,FL,Dealer
2021,Honda,Passport Sport,Used,"$29,149 ",4.2,389,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H21MB044067,L044067,10414,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2021,Honda,CR-V EX,Honda Certified,"$29,000 ",4.9,958,Gray,Gray,Front-wheel Drive,28–34,Gasoline,CVT,4 Cylinder Engine,5J6RW1H54MA011797,HP10773,30287,4.9,4.8,4.8,4.8,4.9,4.9,NC,Dealer
2021,Honda,CR-V EX-L,Used,"$29,000 ",4.9,24,Radiant Red Metallic,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H87MH673405,H4870A,37628,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer
2021,Honda,CR-V LX,Honda Certified,"$28,999 ",4.8,1893,Gray,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H22ML013063,PML013063,17048,4.9,4.8,4.8,4.8,4.9,4.9,TN,Dealer
2021,Honda,Passport EX-L,Used,"$28,997 ",4.8,1219,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XMB038763,EP11046,39268,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
2021,Honda,Passport Sport,Honda Certified,"$28,987 ",4.9,1197,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB019759,H49302AA,42411,4.9,4.7,4.8,4.6,4.8,4.8,NH,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$28,925 ",4.9,715,San Marino Red,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F30MA060805,U184,43615,4.9,4.8,4.8,4.8,4.9,4.8,OK,Dealer
2021,Honda,CR-V EX,Used,"$28,919 ",4.9,1,White,Ivory,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H58MH650284,SP08757,19665,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer
2021,Honda,HR-V EX,Used,"$28,804 ",4.7,1,Platinum White Pearl,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H59MM728874,2049,22956,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer
2021,Honda,Pilot EX,Used,"$28,793 ",4.8,549,Modern Steel Metallic,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H33MB019324,SN19324,24464,4.9,4.8,4.8,4.7,4.7,4.8,FL,Dealer
2021,Honda,Pilot EX,Used,"$28,748 ",4.2,468,Silver,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38MB032463,CP22202,42339,4.9,4.8,4.8,4.7,4.7,4.8,VA,Dealer
2021,Honda,CR-V Special Edition,Honda Certified,"$28,500 ",4.6,1641,Red,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H78ME033861,H22594A,16314,4.9,4.8,4.8,4.8,4.9,4.9,MI,Dealer
2021,Honda,Accord Sport 2.0T,Used,"$28,500 ",4.5,470,Sonic Gray Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F31MA000957,S8559T,28177,4.9,4.8,4.8,4.8,4.9,4.8,OH,Dealer
2021,Honda,Ridgeline Sport,Used,"$28,498 ",4.8,3229,Lunar Silver Metallic,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F16MB012649,B012649,47271,4.9,4.7,4.7,4.5,4.9,4.6,FL,Dealer
2021,Honda,Pilot EX,Used,"$28,494 ",4.5,348,Lunar Silver Metallic,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37MB034554,MB034554T,33441,4.9,4.8,4.8,4.7,4.7,4.8,FL,Dealer
2021,Honda,Insight Touring,Used,"$28,399 ",5,83,Platinum White Pearl,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F91ME007722,11281A,34529,5,5,5,5,5,5,MN,Dealer
2021,Honda,CR-V EX,Honda Certified,"$28,053 ",4.8,1053,Red,Gray,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H57MA002057,W7056A,23717,4.9,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2021,Honda,Accord Sport SE,Used,"$28,000 ",4.9,704,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F45MA016842,17335LT,15532,4.9,4.8,4.8,4.8,4.9,4.8,OH,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$27,995 ",4.7,551,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36MA058640,C32685,10820,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2021,Honda,Passport Sport,Used,"$27,990 ",4.6,115,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H29MB043393,BG0779A,15615,4.9,4.7,4.8,4.6,4.8,4.8,MA,Dealer
2021,Honda,Insight Touring,Used,"$27,877 ",4.7,954,Platinum White Pearl,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F93ME006412,ME006412,32806,5,5,5,5,5,5,OH,Dealer
2021,Honda,Civic Sport,Honda Certified,"$27,872 ",4.6,175,Polished Metal Metallic,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F89ME202178,PH12468,42578,4.6,4.7,4.7,4.6,4.8,4.6,OR,Dealer
2021,Honda,Accord Sport SE,Used,"$27,794 ",4.2,90,Still Night Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F45MA035634,220651A,5243,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2021,Honda,Accord Hybrid EX,Used,"$27,500 ",4.9,1862,Platinum White Pearl,Black,Front-wheel Drive,48–48,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F46MA001116,11476A,52296,4.7,4.5,4.5,4.4,4.6,4.4,MO,Dealer
2021,Honda,HR-V EX,Honda Certified,"$27,000 ",4.9,1924,Platinum White Pearl,Gray,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H59MM727813,12990,22307,4.7,4.6,4.6,4.7,4.7,4.8,CT,Dealer
2021,Honda,Accord Hybrid Base,Used,"$26,995 ",4.3,2727,Modern Steel Metallic,Black,Front-wheel Drive,48–48,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F10MA001831,L223706A,26505,4.7,4.5,4.5,4.4,4.6,4.4,IL,Dealer
2021,Honda,Civic Sport,Used,"$26,992 ",4.7,9,Silver,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H49MU416784,MY4484,11550,4.6,4.7,4.7,4.6,4.8,4.6,WI,Dealer
2021,Honda,CR-V EX,Used,"$26,899 ",4.9,1,Modern Steel Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW1H57MH427521,O375309,12976,4.9,4.8,4.8,4.8,4.9,4.9,FL,Dealer
2021,Honda,Accord Sport 1.5T,Honda Certified,"$26,899 ",5,7833,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32MA077783,CUP21896,10547,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2021,Honda,Civic Sport,Used,"$26,829 ",5,2068,Gray,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H41MU416066,A220841,11401,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2021,Honda,HR-V EX-L,Used,"$26,824 ",4.2,9,Crystal Black Pearl,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H77MM744157,C22137C,35313,4.7,4.6,4.6,4.7,4.7,4.8,MI,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$26,736 ",5,1733,White,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35MA036757,VTW44511,25211,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2021,Honda,Civic EX,Used,"$26,700 ",4.4,1969,Lunar Silver Metallic,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F30ME210409,ME210409,12137,4.6,4.7,4.7,4.6,4.8,4.6,ME,Dealer
2021,Honda,Insight Touring,Used,"$26,506 ",5,1114,Lunar Silver Metallic,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F99ME000078,78,41512,5,5,5,5,5,5,FL,Dealer
2021,Honda,HR-V EX,Used,"$26,488 ",4.7,1,Aegean Blue Metallic,Black,All-wheel Drive,26–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,3CZRU6H50MM745844,745844,33568,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer
2021,Honda,Civic EX-L,Honda Certified,"$25,999 ",5,2352,Lunar Silver Metallic,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F70ME004543,P12758,30697,4.6,4.7,4.7,4.6,4.8,4.6,MN,Dealer
2021,Honda,Accord Sport SE 1.5T,Used,"$25,998 ",4.8,2,Gray,Gray,Front-wheel Drive,30–38,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F17MA032384,MA032384,9185,4.9,4.8,4.8,4.8,4.9,4.8,SC,Dealer
2021,Honda,Insight EX,Used,"$25,991 ",5,2884,Modern Steel Metallic,Ivory,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F55ME008465,ME008465T,18516,5,5,5,5,5,5,TX,Dealer
2021,Honda,Civic Sport,Used,"$25,986 ",5,2634,Modern Steel Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H47MU231763,22H1181B,21756,4.6,4.7,4.7,4.6,4.8,4.6,IN,Dealer
2021,Honda,CR-V EX,Used,"$25,889 ",5,610,Modern Steel Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H59MA010855,RMA010855,39034,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2021,Honda,HR-V EX,Used,"$25,500 ",4.8,2503,Platinum White Pearl,Gray,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H50MM705015,HU705015,28000,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer
2021,Honda,Civic Sport,Used,"$25,492 ",5,3692,Modern Steel Metallic,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F86ME003234,3234,36279,4.6,4.7,4.7,4.6,4.8,4.6,IL,Dealer
2021,Honda,Insight EX,Used,"$25,463 ",5,2361,Modern Steel Metallic,Gray,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F50ME005246,S005246T,10648,5,5,5,5,5,5,NJ,Dealer
2021,Honda,HR-V EX,Honda Certified,"$25,398 ",3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H58MM729210,253233B,34649,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2021,Honda,HR-V Sport,Honda Certified,"$25,241 ",5,2945,White,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H15MM734223,MM734223,20078,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer
2021,Honda,Civic Sport,Used,"$24,998 ",4.7,4,Silver,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F8XMH548391,22704667,12586,4.6,4.7,4.7,4.6,4.8,4.6,MN,Dealer
2021,Honda,Insight EX,Used,"$24,995 ",4.9,6788,Lunar Silver Metallic,Black,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F53ME002079,913446A,33623,5,5,5,5,5,5,FL,Dealer
2021,Honda,Civic Sport,Honda Certified,"$24,993 ",3.9,1075,Crystal Black Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H41MU217325,P292088,33615,4.6,4.7,4.7,4.6,4.8,4.6,MN,Dealer
2021,Honda,HR-V EX,Used,"$24,993 ",4.7,2,Modern Steel Metallic,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H59MM725625,C2506B,38252,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2021,Honda,Civic Sport,Used,"$24,990 ",4.7,8,Silver,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F85ME002754,P5982,31590,4.6,4.7,4.7,4.6,4.8,4.6,NC,Dealer
2021,Honda,Civic Sport,Used,"$24,980 ",5,4324,Aegean Blue Metallic,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F83MH521274,23C104B,28553,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer
2021,Honda,Insight Touring,Used,"$24,973 ",4.6,1120,Platinum White Pearl,Ivory,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F93ME003817,ME003817,52936,5,5,5,5,5,5,MO,Dealer
2021,Honda,Civic EX,Used,"$24,420 ",4.8,661,Crystal Black Pearl,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F35ME201818,FH22L1016A,20608,4.6,4.7,4.7,4.6,4.8,4.6,NY,Dealer
2021,Honda,Civic Sport,Used,"$24,349 ",4.8,1184,Crystal Black Pearl,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F85MH501477,MH501477,7810,4.6,4.7,4.7,4.6,4.8,4.6,ME,Dealer
2021,Honda,HR-V LX,Used,"$24,322 ",4.2,386,Silver,Gray,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H38MM736839,HC22L098,16722,4.7,4.6,4.6,4.7,4.7,4.8,NY,Dealer
2021,Honda,HR-V Sport,Used,"$24,000 ",4.9,5418,Modern Steel Metallic,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H18MM730425,L8085,21390,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2021,Honda,HR-V EX,Used,"$23,999 ",5,29258,Lunar Silver Metallic,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H58MM743145,O376817,39000,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer
2021,Honda,Civic Sport,Used,"$23,991 ",5,904,Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H49MU213488,G073835A,43842,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer
2021,Honda,Civic Sport,Used,"$23,980 ",5,1155,Rallye Red,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F83MH551505,MH551505,42750,4.6,4.7,4.7,4.6,4.8,4.6,MO,Dealer
2021,Honda,HR-V LX,Used,"$23,935 ",4.2,8,Modern Steel Metallic,Gray,All-wheel Drive,27–31,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,3CZRU6H32MM755323,22RPA547,19508,4.7,4.6,4.6,4.7,4.7,4.8,TN,Dealer
2021,Honda,Civic Sport,Used,"$23,800 ",5,3087,Platinum White Pearl,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F87MH528678,EP528678,23027,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2021,Honda,Civic Sport,Used,"$23,700 ",5,3087,Polished Metal Metallic,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F86MH548095,EP548095,41103,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2021,Honda,HR-V LX,Honda Certified,"$23,279 ",4.8,830,Crystal Black Pearl,Black,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H35MM718217,25362,37562,4.7,4.6,4.6,4.7,4.7,4.8,CT,Dealer
2021,Honda,Civic Sport,Used,"$22,995 ",5,1492,Modern Steel Metallic,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F8XMH529369,MH529369,34652,4.6,4.7,4.7,4.6,4.8,4.6,CA,Dealer
2021,Honda,Civic LX,Used,"$22,963 ",4.5,181,Orange,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F66MH515676,PC2479,23784,4.6,4.7,4.7,4.6,4.8,4.6,TX,Dealer
2021,Honda,Civic Sport,Used,"$22,884 ",4.7,4,Charcoal,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F88MH548583,7002675,42828,4.6,4.7,4.7,4.6,4.8,4.6,NC,Dealer
2021,Honda,Civic Sport,Used,"$22,477 ",4.8,764,Black,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F8XMH555907,MH555907,45713,4.6,4.7,4.7,4.6,4.8,4.6,GA,Dealer
2021,Honda,Civic Sport,Used,"$21,777 ",4.1,679,Rallye Red,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F84MH554641,H510562A,11049,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer
2021,Honda,Civic Sport,Used,"$20,799 ",2.6,1080,Gray,Black,Front-wheel Drive,29–37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F83MH544246,HGD544246,51074,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2021,Honda,Civic LX,Used,"$20,400 ",4.2,72,Gray,Gray,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F60ME200611,59201,15802,4.6,4.7,4.7,4.6,4.8,4.6,ID,Dealer
2021,Honda,HR-V LX,Used,"$19,550 ",5,822,Gray,Black,All-wheel Drive,27–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H36MM733003,733003,84539,4.7,4.6,4.6,4.7,4.7,4.8,CT,Dealer
2020,Honda,Odyssey Elite,Honda Certified,"$43,998 ",4.7,31,Crystal Black Pearl,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95LB008685,1480P22,32133,4.8,4.8,4.7,4.6,4.7,4.7,KY,Dealer
2020,Honda,Odyssey Elite,Used,"$43,443 ",4.7,28,Silver,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H93LB068027,8027AA,54977,4.8,4.8,4.7,4.6,4.7,4.7,KS,Dealer
2020,Honda,Odyssey Elite,Used,"$41,984 ",5,5045,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90LB018718,B2254A,30216,4.8,4.8,4.7,4.6,4.7,4.7,IL,Dealer
2020,Honda,Odyssey Elite,Honda Certified,"$41,922 ",4.7,31,Platinum White Pearl,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H93LB001251,N23H116A,47866,4.8,4.8,4.7,4.6,4.7,4.7,KY,Dealer
2020,Honda,Pilot Elite,Honda Certified,"$40,972 ",4.8,229,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H02LB008969,P9606,21260,4.6,4.5,4.2,4.1,4.5,4.1,CO,Dealer
2020,Honda,Odyssey Elite,Used,"$40,596 ",4.9,837,Lunar Silver Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92LB007347,P7046,34082,4.8,4.8,4.7,4.6,4.7,4.7,IL,Dealer
2020,Honda,Odyssey EX-L,Used,"$40,500 ",4.7,40,Platinum White Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76LB074600,74600,28122,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$40,400 ",4.7,157,Deep Scarlet Pearl,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XLB048051,48051,47045,4.8,4.8,4.7,4.6,4.7,4.7,KY,Dealer
2020,Honda,Passport Touring,Used,"$39,995 ",4.8,3,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H9XLB013590,11396ADS,24171,4.9,4.8,4.8,4.6,4.8,4.8,AK,Dealer
2020,Honda,Passport Elite,Used,"$39,988 ",4.8,8147,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07LB017369,TY220848B,11786,4.9,4.8,4.8,4.6,4.8,4.8,VA,Dealer
2020,Honda,Pilot Elite,Honda Certified,"$39,542 ",4.9,2138,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H05LB021893,10060B,41764,4.6,4.5,4.2,4.1,4.5,4.1,IN,Dealer
2020,Honda,Odyssey Elite,Used,"$39,488 ",4.7,18,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H94LB039720,KA80005A,37871,4.8,4.8,4.7,4.6,4.7,4.7,MD,Dealer
2020,Honda,Odyssey Elite,Used,"$39,399 ",5,29258,Crystal Black Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H96LB054719,O378315,25482,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey Elite,Used,"$39,266 ",4.4,74,Crystal Black Pearl,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95LB016589,FP2613A,41053,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
2020,Honda,Odyssey EX-L,Used,"$38,998 ",4.5,285,Gray,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79LB046077,Q3143,19484,4.8,4.8,4.7,4.6,4.7,4.7,WA,Dealer
2020,Honda,CR-V Hybrid EX-L,Used,"$38,988 ",4.7,1056,Crystal Black Pearl,Black,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H84LE026221,12004,21494,4.7,4.6,4.3,4.3,4.6,4.6,WA,Dealer
2020,Honda,Pilot EX-L,Used,"$38,981 ",4.2,1147,Lunar Silver Metallic,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56LB021509,X16554,38041,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2020,Honda,Passport Elite,Honda Certified,"$38,957 ",4.9,1009,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01LB001670,405905A,22754,4.9,4.8,4.8,4.6,4.8,4.8,SD,Dealer
2020,Honda,Odyssey Elite,Used,"$38,826 ",5,844,Platinum White Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95LB012171,T012171,44420,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey Touring,Used,"$38,815 ",4.9,1600,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89LB014206,LB014206P,33016,4.8,4.8,4.7,4.6,4.7,4.7,NJ,Dealer
2020,Honda,Odyssey EX-L,Honda Certified,"$38,745 ",4.6,89,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70LB032374,18911U,27983,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
2020,Honda,Odyssey Touring,Honda Certified,"$37,994 ",4.6,1504,Pacific,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H87LB012633,0B012633,18865,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2020,Honda,Odyssey EX-L,Honda Certified,"$37,990 ",5,1922,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74LB026786,227022A,15174,4.8,4.8,4.7,4.6,4.7,4.7,SC,Dealer
2020,Honda,Passport Touring,Honda Certified,"$37,790 ",5,1822,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H99LB017307,UH13398,24680,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer
